 written on 20Jan2023 at 00:14:05 
          14
           1
    1
    0    0    0    1    1  -30.754236    0.000000
    0    0    0    2    1   -0.091228   -0.030387
    0    0    0    3    1    0.008250    0.000028
    0    0    0    4    1    0.119892    0.000112
    0    0    0    5    1   -0.001664    0.000006
    0    0    0    6    1    0.108616   -0.165790
    0    0    0    7    1   -0.016949    0.000010
    0    0    0    8    1   -0.247666    0.000358
    0    0    0    9    1    0.000287   -0.000046
    0    0    0   10    1    0.000289    0.000017
    0    0    0   11    1    0.000499    0.401897
    0    0    0   12    1   -0.000375    0.268528
    0    0    0   13    1   -0.000210   -0.000165
    0    0    0   14    1   -0.003185   -0.000851
    0    0    0    1    2   -0.091228    0.030387
    0    0    0    2    2  -30.560716    0.000000
    0    0    0    3    2   -0.002502    0.000006
    0    0    0    4    2   -0.245275    0.497566
    0    0    0    5    2    0.013090   -0.000009
    0    0    0    6    2   -0.253691    0.000081
    0    0    0    7    2   -0.001461   -0.000010
    0    0    0    8    2    0.000195   -0.218170
    0    0    0    9    2   -0.000729   -0.000124
    0    0    0   10    2   -0.000490   -0.000122
    0    0    0   11    2    0.015695   -0.000176
    0    0    0   12    2    0.197251   -0.000959
    0    0    0   13    2   -0.002527   -0.000686
    0    0    0   14    2   -0.000222   -0.000171
    0    0    0    1    3    0.008250   -0.000028
    0    0    0    2    3   -0.002502   -0.000006
    0    0    0    3    3  -30.503563   -0.000000
    0    0    0    4    3   -0.002540    0.000011
    0    0    0    5    3    0.405479    0.000028
    0    0    0    6    3    0.025549    0.000003
    0    0    0    7    3   -0.178182    0.333640
    0    0    0    8    3   -0.000367   -0.000108
    0    0    0    9    3    0.266470   -0.000579
    0    0    0   10    3    0.000505   -0.184208
    0    0    0   11    3    0.000887    0.000256
    0    0    0   12    3   -0.002514   -0.000656
    0    0    0   13    3   -0.183632   -0.000541
    0    0    0   14    3   -0.000236   -0.268226
    0    0    0    1    4    0.119892   -0.000112
    0    0    0    2    4   -0.245275   -0.497566
    0    0    0    3    4   -0.002540   -0.000011
    0    0    0    4    4  -30.089396    0.000000
    0    0    0    5    4    0.005987    0.000015
    0    0    0    6    4   -0.132548    0.030330
    0    0    0    7    4    0.002583   -0.000010
    0    0    0    8    4    0.219572    0.001145
    0    0    0    9    4   -0.000369   -0.000137
    0    0    0   10    4   -0.001605   -0.000385
    0    0    0   11    4   -0.001327   -0.018908
    0    0    0   12    4    0.000406    0.197440
    0    0    0   13    4   -0.000494   -0.000100
    0    0    0   14    4    0.000286    0.000018
    0    0    0    1    5   -0.001664   -0.000006
    0    0    0    2    5    0.013090    0.000009
    0    0    0    3    5    0.405479   -0.000028
    0    0    0    4    5    0.005987   -0.000015
    0    0    0    5    5  -30.047644   -0.000000
    0    0    0    6    5   -0.011451    0.000002
    0    0    0    7    5    0.113441    0.000551
    0    0    0    8    5    0.000263    0.000019
    0    0    0    9    5   -0.399823    0.000866
    0    0    0   10    5   -0.001028    0.018794
    0    0    0   11    5   -0.001666   -0.000450
    0    0    0   12    5    0.000876    0.000231
    0    0    0   13    5   -0.022179   -0.000012
