 written on 15Oct2020 at 08:22:26 
           5
          95
    4    2    2    2    4    2    1    1    1    2    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    4    2    2    2    4    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    4    2    2    2    4    2    1    1    1    2
    4    2    2    2    4
   -2   -2   -2    1    1    0.000302    0.000000
   -2   -2   -2    2    1    0.000248    0.000000
   -2   -2   -2    3    1   -0.000000   -0.000000
   -2   -2   -2    4    1   -0.000054    0.000000
   -2   -2   -2    5    1    0.000020   -0.000000
   -2   -2   -2    1    2    0.000248   -0.000000
   -2   -2   -2    2    2   -0.000335    0.000000
   -2   -2   -2    3    2    0.001009   -0.000000
   -2   -2   -2    4    2    0.000726   -0.000000
   -2   -2   -2    5    2   -0.001131   -0.000000
   -2   -2   -2    1    3   -0.000000    0.000000
   -2   -2   -2    2    3    0.001009    0.000000
   -2   -2   -2    3    3   -0.000731    0.000000
   -2   -2   -2    4    3   -0.001401   -0.000000
   -2   -2   -2    5    3    0.000726   -0.000000
   -2   -2   -2    1    4   -0.000054   -0.000000
   -2   -2   -2    2    4    0.000726    0.000000
   -2   -2   -2    3    4   -0.001401    0.000000
   -2   -2   -2    4    4   -0.001721    0.000000
   -2   -2   -2    5    4    0.001364    0.000000
   -2   -2   -2    1    5    0.000020    0.000000
   -2   -2   -2    2    5   -0.001131    0.000000
   -2   -2   -2    3    5    0.000726    0.000000
   -2   -2   -2    4    5    0.001364   -0.000000
   -2   -2   -2    5    5   -0.001238    0.000000
   -2   -2   -1    1    1    0.000001   -0.000000
   -2   -2   -1    2    1   -0.000211    0.000000
   -2   -2   -1    3    1   -0.000089   -0.000000
   -2   -2   -1    4    1    0.000146    0.000000
   -2   -2   -1    5    1   -0.000224   -0.000000
   -2   -2   -1    1    2    0.000209   -0.000000
   -2   -2   -1    2    2   -0.000000   -0.000000
   -2   -2   -1    3    2    0.000002   -0.000000
   -2   -2   -1    4    2    0.000359    0.000000
   -2   -2   -1    5    2   -0.000151   -0.000000
   -2   -2   -1    1    3    0.000090    0.000000
   -2   -2   -1    2    3    0.000006    0.000000
   -2   -2   -1    3    3    0.000004    0.000000
   -2   -2   -1    4    3    0.000383    0.000000
   -2   -2   -1    5    3    0.000371    0.000000
   -2   -2   -1    1    4   -0.000146   -0.000000
   -2   -2   -1    2    4   -0.000354   -0.000000
   -2   -2   -1    3    4   -0.000373   -0.000000
   -2   -2   -1    4    4    0.000007    0.000000
   -2   -2   -1    5    4    0.000020   -0.000000
   -2   -2   -1    1    5    0.000224    0.000000
   -2   -2   -1    2    5    0.000157    0.000000
   -2   -2   -1    3    5   -0.000366   -0.000000
   -2   -2   -1    4    5   -0.000015    0.000000
   -2   -2   -1    5    5    0.000004    0.000000
   -2   -2    0    1    1   -0.000300   -0.000000
   -2   -2    0    2    1   -0.000248    0.000000
   -2   -2    0    3    1   -0.000000   -0.000000
   -2   -2    0    4    1    0.000053    0.000000
   -2   -2    0    5    1   -0.000018   -0.000000
   -2   -2    0    1    2   -0.000248   -0.000000
   -2   -2    0    2    2    0.000344   -0.000000
   -2   -2    0    3    2   -0.001000   -0.000000
   -2   -2    0    4    2   -0.000722   -0.000000
   -2   -2    0    5    2    0.001141   -0.000000
   -2   -2    0    1    3   -0.000000    0.000000
   -2   -2    0    2    3   -0.001000    0.000000
   -2   -2    0    3    3    0.000747   -0.000000
   -2   -2    0    4    3    0.001413   -0.000000
   -2   -2    0    5    3   -0.000722   -0.000000
   -2   -2    0    1    4    0.000053   -0.000000
   -2   -2    0    2    4   -0.000722    0.000000
   -2   -2    0    3    4    0.001413    0.000000
   -2   -2    0    4    4    0.001742   -0.000000
