# state 1  state 2  dir  dipole (real)  dipole (imag) 
0.000000 0.000000 1.000000 -2.932979E+00 0.000000E+00
0.000000 0.000000 2.000000 -2.932996E+00 0.000000E+00
0.000000 0.000000 3.000000 2.223287E+01 0.000000E+00
0.000000 1.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 1.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 1.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 2.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 2.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 2.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 3.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 3.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 3.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 4.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 4.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 4.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 5.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 5.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 5.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 6.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 6.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 6.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 7.000000 1.000000 -3.058132E+00 0.000000E+00
0.000000 7.000000 2.000000 3.059641E+00 0.000000E+00
0.000000 7.000000 3.000000 3.928750E-04 0.000000E+00
0.000000 8.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 8.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 8.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 9.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 9.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 9.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 10.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 10.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 10.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 11.000000 1.000000 1.721501E+00 0.000000E+00
0.000000 11.000000 2.000000 1.718824E+00 0.000000E+00
0.000000 11.000000 3.000000 8.935237E-01 0.000000E+00
0.000000 12.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 12.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 12.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 13.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 13.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 13.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 14.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 14.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 14.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 15.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 15.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 15.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 16.000000 1.000000 -1.829017E+00 0.000000E+00
0.000000 16.000000 2.000000 1.830365E+00 0.000000E+00
0.000000 16.000000 3.000000 3.490865E-04 0.000000E+00
0.000000 17.000000 1.000000 0.000000E+00 0.000000E+00
0.000000 17.000000 2.000000 0.000000E+00 0.000000E+00
0.000000 17.000000 3.000000 0.000000E+00 0.000000E+00
0.000000 18.000000 1.000000 1.031139E+00 0.000000E+00
